id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2384.0,Condo in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,2613,Rebecca,0.0,Hyde Park,41.7879,-87.5878,Private room,70.0,3,229,31-10-2023,2.1,1,362,19,R17000015609
7126.0,Rental unit in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,17928,Sarah,0.0,West Town,41.90166,-87.68021,Entire home/apt,90.0,2,512,09-10-2023,2.91,1,335,36,R21000075737
10945.0,Rental unit in Chicago · ★4.63 · 2 bedrooms · 2 beds · 1 bath,33004,At Home Inn,0.0,Lincoln Park,41.91196,-87.63981,Entire home/apt,106.0,4,78,06-11-2023,0.66,5,225,19,2209984
1461451.0,Rental unit in Chicago · ★4.60 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,0.0,West Ridge,42.01653,-87.68788,Shared room,28.0,1,188,21-11-2023,1.49,15,180,10,R21000075752
1502674.0,Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,33004,At Home Inn,0.0,Lincoln Park,41.91175,-87.63834,Entire home/apt,146.0,4,110,10-12-2023,0.88,5,0,27,2209985
12140.0,Boutique hotel in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 private bath,46734,Shay And Robert,0.0,Lincoln Park,41.92357,-87.64947,Private room,329.0,2,15,21-05-2023,0.15,1,174,2,R20000055258
24833.0,Rental unit in Chicago · ★4.29 · 1 bedroom · 1 bed · 1 bath,101521,Red,0.0,Lincoln Park,41.925961,-87.656364,Entire home/apt,59.0,32,40,22-04-2023,0.24,3,216,1,City registration pending
1554433.0,Bungalow in Chicago · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,6088938,Eric,0.0,Beverly,41.71554,-87.67197,Private room,49.0,32,199,09-10-2023,1.59,2,319,2,R17000013891
25879.0,Rental unit in Chicago · ★4.32 · 2 bedrooms · 3 beds · 1 bath,101521,Red,0.0,Lincoln Park,41.92499,-87.65573,Entire home/apt,74.0,32,49,30-09-2023,0.3,3,365,2,City registration pending
28749.0,Loft in Chicago · ★4.78 · 3 bedrooms · 3 beds · 2 baths,27506,Lauri,0.0,Logan Square,41.92137,-87.67932,Entire home/apt,139.0,2,195,17-12-2023,1.23,1,177,31,R22000079930
1562331.0,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,3710712,Rick,0.0,Portage Park,41.95993,-87.77808,Private room,0.0,32,0,0,0.0,1,87,0,0
37738.0,Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1.5 shared baths,162364,Mat And Randy,0.0,Uptown,41.97303,-87.66567,Private room,0.0,32,250,15-03-2020,1.53,2,0,0,R20000059426
1573401.0,Home in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,8186262,April,0.0,Lower West Side,41.85592,-87.66249,Private room,48.0,2,362,25-11-2023,5.02,2,125,57,R21000069179
71930.0,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,334241,Michael And Veronica,0.0,West Town,41.89615,-87.67934,Private room,96.0,3,109,22-10-2023,0.71,2,270,13,R17000013986
1584422.0,Rental unit in Chicago · ★4.93 · 3 bedrooms · 8 beds · 2 baths,2810938,Carole,0.0,Near North Side,41.90532,-87.64761,Entire home/apt,514.0,3,45,05-11-2023,0.36,3,0,12,2555923
1591370.0,Rental unit in Chicago · ★4.83 · 1 bedroom · 4 beds · 1 bath,8489460,Holly + Mark,0.0,Rogers Park,42.01177,-87.67758,Entire home/apt,129.0,2,189,16-10-2023,1.51,1,350,20,R22000090320
84042.0,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,334241,Michael And Veronica,0.0,West Town,41.89615,-87.67934,Private room,0.0,3,132,09-10-2023,0.86,2,0,8,R17000013986
1614802.0,Rental unit in Chicago · ★4.91 · 1 bedroom · 2 beds · 1 private bath,8595700,Carin,0.0,Lake View,41.93455,-87.66141,Private room,68.0,4,352,18-11-2023,2.99,1,250,33,R23000105186
94450.0,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,504470,Mark,0.0,Edgewater,41.9796,-87.66512,Entire home/apt,111.0,3,20,03-12-2023,1.17,1,120,13,R22000082956
1620098.0,Rental unit in Chicago · ★4.66 · 1 bedroom · 1 bed · 1 private bath,8619275,Leszek,0.0,Lincoln Park,41.92817,-87.64282,Private room,150.0,1,68,08-10-2023,0.54,1,82,12,R22000079040
145659.0,Rental unit in Chicago · ★4.78 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,0.0,North Center,41.94342,-87.68121,Entire home/apt,198.0,1,76,26-11-2023,0.76,23,353,19,2209272
1648786.0,Home in Chicago · ★4.78 · 2 bedrooms · 2 beds · 1 shared bath,1426804,Afri,0.0,Chatham,41.72706,-87.61164,Private room,55.0,2,104,01-08-2022,0.83,1,0,0,R17000013914
145690.0,Rental unit in Chicago · ★4.78 · 4 bedrooms · 4 beds · 2 baths,683529,Joe,0.0,Lincoln Park,41.91289,-87.63864,Entire home/apt,298.0,32,86,11-08-2022,0.83,23,361,0,2083778
189821.0,Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,899757,Meighan,0.0,Logan Square,41.92918,-87.70219,Entire home/apt,200.0,2,638,03-12-2023,4.28,1,261,43,R21000062936
1663673.0,Rental unit in Chicago · ★4.90 · 1 bedroom · 2 beds · 1 bath,8813383,Mindy + Tony,0.0,West Town,41.89322,-87.68572,Entire home/apt,96.0,2,395,25-11-2023,3.27,3,0,39,R22000090635
1668481.0,Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 1 bath,531832,Evan,0.0,West Town,41.89678,-87.6971,Entire home/apt,0.0,32,116,20-05-2021,1.19,1,0,0,R18000026178
207218.0,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,1019125,Jb,0.0,Pullman,41.68843,-87.60712,Entire home/apt,100.0,32,316,16-10-2023,2.11,3,328,18,R21000073121
1759266.0,Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,9249272,Mark,0.0,Lake View,41.93396,-87.65897,Entire home/apt,173.0,2,78,24-11-2023,0.68,1,0,17,2209110
207351.0,Place to stay in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,1019125,Jb,0.0,Pullman,41.68954,-87.60786,Entire home/apt,50.0,32,46,08-08-2023,0.31,3,178,2,R21000073121
220333.0,Rental unit in Chicago · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1019125,Jb,0.0,Pullman,41.68912,-87.60725,Entire home/apt,100.0,32,4,08-07-2023,0.03,3,218,2,0
1759389.0,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,1559157,Amanda,0.0,Lower West Side,41.84801,-87.68127,Private room,82.0,2,150,09-10-2023,1.21,3,360,11,R20000054162
225314.0,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,1173654,Jillian,0.0,Logan Square,41.92589,-87.69737,Private room,88.0,2,26,09-10-2023,0.19,1,177,5,R20000054219
1769731.0,Rental unit in Chicago · ★4.77 · 1 bedroom · 2 beds · 1 bath,9297431,Inn At Wrigleyville,0.0,Lake View,41.94747,-87.65417,Entire home/apt,279.0,1,22,05-11-2023,0.74,6,272,6,2446867
1772920.0,Rental unit in Chicago · ★4.71 · 3 bedrooms · 5 beds · 2 baths,9297431,Inn At Wrigleyville,0.0,Lake View,41.94842,-87.65307,Entire home/apt,565.0,1,14,06-08-2023,0.11,6,273,2,2446868
233933.0,Home in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,1224828,Tippi,0.0,Irving Park,41.95758,-87.7271,Private room,60.0,2,167,28-11-2023,1.13,2,342,13,R22000094076
1773021.0,Rental unit in Chicago · ★4.94 · 4 bedrooms · 5 beds · 2 baths,9297431,Inn At Wrigleyville,0.0,Lake View,41.94774,-87.65421,Entire home/apt,765.0,1,34,24-09-2023,1.05,6,273,9,2446868
1773025.0,Rental unit in Chicago · ★4.76 · 4 bedrooms · 5 beds · 2 baths,9297431,Inn At Wrigleyville,0.0,Lake View,41.9475,-87.6542,Entire home/apt,765.0,1,25,24-09-2023,0.77,6,273,4,2446867
250354.0,Condo in Chicago · ★4.84 · 2 bedrooms · 1 bed · 1 bath,1311953,Ronald,0.0,Near South Side,41.85923,-87.62198,Entire home/apt,170.0,180,35,15-01-2018,0.24,1,358,0,City registration pending
1810118.0,Home in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 private bath,9483312,Ryan,0.0,Woodlawn,41.77738,-87.60041,Private room,79.0,4,365,08-10-2023,3.05,2,163,10,R17000015592
258253.0,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,1358243,June,0.0,West Ridge,42.0076,-87.6825,Entire home/apt,48.0,33,30,25-08-2023,0.2,2,132,1,398144   Chicago:   R190000050938
1837153.0,Rental unit in Chicago · ★4.48 · 1 bedroom · 1 bed · 1 bath,9601147,Chester,0.0,Hyde Park,41.79989,-87.59432,Entire home/apt,115.0,32,58,20-06-2023,0.48,1,365,1,City registration pending
264547.0,Condo in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,1387948,Dominic,0.0,Near West Side,41.88413,-87.64315,Entire home/apt,163.0,32,63,17-10-2021,0.45,1,230,0,City registration pending
1854000.0,Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 bath,9471604,James,0.0,Lincoln Park,41.93264,-87.64311,Entire home/apt,364.0,32,155,09-08-2022,1.28,1,365,0,R93749978238
1921670.0,Rental unit in Chicago · ★4.86 · 2 bedrooms · 2 beds · 1 bath,9959757,Jedidiah,0.0,Irving Park,41.94663,-87.70783,Entire home/apt,77.0,2,309,15-12-2023,2.87,8,300,28,R18000036958
289689.0,Condo in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 private bath,1376077,Killian,0.0,Edgewater,41.97806,-87.65676,Private room,32.0,30,67,05-10-2023,0.46,1,282,1,R21000062931
1931880.0,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,4995578,George,0.0,Lake View,41.93564,-87.6424,Entire home/apt,125.0,32,1,05-09-2022,0.06,1,7,0,0
290155.0,Rental unit in Chicago · ★4.84 · 3 bedrooms · 3 beds · 1.5 baths,1505878,Bob,0.0,Bridgeport,41.82712,-87.64046,Entire home/apt,130.0,32,50,17-03-2020,0.34,2,0,0,2074659
312192.0,Rental unit in Chicago · ★4.74 · 2 bedrooms · 3 beds · 1.5 baths,1505878,Bob,0.0,Bridgeport,41.82741,-87.63934,Entire home/apt,146.0,32,39,15-03-2020,0.35,2,0,0,2074660
1939467.0,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8292749,Ilya,0.0,Irving Park,41.95998186,-87.73006782,Private room,37.0,32,3,02-10-2023,0.55,2,167,3,0
345075.0,Condo in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 private bath,1746524,Patricia,0.0,Kenwood,41.80774,-87.59459,Private room,100.0,2,283,26-11-2023,1.98,1,342,18,R22000076583
350347.0,Loft in Chicago · ★4.90 · 2 bedrooms · 2 beds · 2 baths,845242,Mi Casa Su Casa Vacations,0.0,Lake View,41.94107,-87.65492,Entire home/apt,194.0,3,720,13-12-2023,5.02,1,0,60,R21000062667
1944802.0,Rental unit in Chicago · ★4.69 · 2 bedrooms · 2 beds · 2 baths,3965428,Rob,0.0,Near South Side,41.85487,-87.62024,Entire home/apt,200.0,140,13,15-10-2016,0.11,72,365,0,City registration pending
372929.0,Home in Chicago · ★4.85 · 3 bedrooms · 5 beds · 3 baths,1876597,The Adventurers,0.0,West Town,41.89629,-87.65704,Entire home/apt,234.0,2,289,22-11-2023,2.14,2,353,19,2510875
1984545.0,Townhouse in Chicago · ★4.0 · 3 bedrooms · 3 beds · 3.5 baths,4010906,Bobbie,0.0,Grand Boulevard,41.81961,-87.61324,Entire home/apt,242.0,32,4,06-06-2017,0.04,4,365,0,2255946
404792.0,Rental unit in Chicago · ★4.53 · 2 bedrooms · 3 beds · 1 bath,1844352,Christine,0.0,West Town,41.88947,-87.66933,Entire home/apt,96.0,3,218,30-11-2023,1.56,1,158,10,R23000098892
2011301.0,Home in Chicago · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,5166793,Carrie & Brad,0.0,Logan Square,41.92118,-87.68678,Private room,47.0,2,281,18-11-2023,2.31,2,84,23,R18000037035
2062638.0,Condo in Chicago · ★4.79 · 3 bedrooms · 4 beds · 2 baths,1876597,The Adventurers,0.0,West Town,41.89821,-87.6572,Entire home/apt,224.0,2,209,16-10-2023,1.72,2,350,18,2510880
450648.0,Condo in Chicago · ★4.72 · 1 bedroom · 1 bed · 1 private bath,2204693,Dl,0.0,Loop,41.86765,-87.62271,Private room,0.0,32,29,05-06-2018,0.21,1,0,0,City registration pending
2103986.0,Townhouse in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,1838943,Sunnie/Randolph,0.0,Lake View,41.93338,-87.63913,Private room,75.0,1,158,28-08-2023,1.35,1,131,17,R22000091334
464581.0,Rental unit in Chicago · ★4.81 · 1 bedroom · 2 beds · 1 bath,2308792,Jonathan,0.0,Logan Square,41.92518,-87.69549,Entire home/apt,61.0,32,645,17-08-2023,4.68,1,233,2,R17000017731
507517.0,Guest suite in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,2501182,Nate,0.0,Lincoln Square,41.96678,-87.6973,Entire home/apt,101.0,2,396,02-10-2023,2.84,1,0,32,R23000111667
2139407.0,Rental unit in Chicago · ★4.52 · 1 bedroom · 3 beds · 1 bath,10917550,Nicky,0.0,Humboldt Park,41.88849,-87.70648,Entire home/apt,68.0,1,560,03-12-2023,4.63,9,0,41,R22000078847
2189522.0,Home in Chicago · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,1559157,Amanda,0.0,Lower West Side,41.84828,-87.68021,Private room,82.0,2,201,06-11-2023,1.7,3,315,24,R20000054162
2298310.0,Townhouse in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,1385332,Patt,0.0,Kenwood,41.80239,-87.60244,Private room,38.0,14,56,09-12-2023,0.48,19,364,11,R21000072908
542067.0,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,2273840,Sarah,0.0,Logan Square,41.93142,-87.69989,Entire home/apt,150.0,3,303,19-10-2023,2.17,1,357,21,R17000015045
2305194.0,Hostel in Chicago · ★4.47 · 1 bedroom · 4 beds · 11 shared baths,7391164,Wrigley Hostel,0.0,Lake View,41.94594,-87.65431,Private room,121.0,32,60,24-07-2023,0.51,5,12,1,2245608
2305230.0,Hostel in Chicago · ★4.53 · 1 bedroom · 10 beds · 11 shared baths,7391164,Wrigley Hostel,0.0,Lake View,41.94594,-87.65431,Shared room,30.0,32,421,11-10-2023,3.84,5,363,29,2245608
2320027.0,Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 bath,11848299,Anton,0.0,West Town,41.90798,-87.68158,Entire home/apt,148.0,32,166,20-08-2022,1.39,2,74,0,R12345678901
584590.0,Rental unit in Chicago · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,2880338,Elizabeth,0.0,Lincoln Square,41.96528,-87.6831,Private room,20.0,32,52,08-09-2023,0.38,2,179,1,R17000015627
2396340.0,Rental unit in Chicago · ★4.91 · 3 bedrooms · 4 beds · 2 baths,5228189,Matthew,0.0,West Town,41.89634,-87.65608,Entire home/apt,182.0,2,488,01-12-2023,4.11,24,360,34,2385048
634310.0,Condo in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,2915265,Felice,0.0,Edgewater,41.99688,-87.66449,Private room,70.0,3,120,09-10-2023,0.87,2,351,11,R22000091618
640841.0,Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,3200044,James,0.0,Lake View,41.94256,-87.67171,Entire home/apt,286.0,4,90,26-10-2023,1.34,1,0,15,R21000061279
2479175.0,Rental unit in Chicago · ★4.77 · 1 bedroom · 1 bed · 1 bath,12681444,Jenny,0.0,Lincoln Square,41.96316,-87.69208,Entire home/apt,80.0,2,262,03-12-2023,2.23,1,137,26,R17000017830
651742.0,Home in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,2824576,Jeff,0.0,Forest Glen,41.99178,-87.75747,Private room,75.0,2,103,26-11-2023,0.78,2,365,12,R21000075759
2499596.0,Condo in Chicago · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,2768314,Jason,0.0,West Town,41.90006,-87.68096,Entire home/apt,79.0,10,179,03-12-2023,1.51,2,164,8,R23000108359
662034.0,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,2824576,Jeff,0.0,Forest Glen,41.99405,-87.75746,Private room,70.0,2,91,08-10-2023,0.73,2,365,8,R23000095494
668262.0,Condo in Chicago · ★4.41 · 1 bedroom · 1 bed · 1 shared bath,3382417,Heather,0.0,Lake View,41.9331,-87.64919,Private room,84.0,7,32,31-10-2023,0.32,7,74,3,R18000023663
2515629.0,Townhouse in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 private bath,12877384,Tanya,0.0,East Garfield Park,41.88152,-87.69768,Private room,40.0,3,169,06-11-2023,1.48,2,132,12,R21000073422
697634.0,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,3574415,Marv,0.0,Near North Side,41.90437,-87.6335,Entire home/apt,99.0,32,159,18-11-2023,1.25,2,164,2,City registration pending
2519442.0,Condo in Chicago · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,7858620,Cynthia,0.0,Washington Park,41.79606,-87.62382,Private room,80.0,2,111,09-10-2023,0.95,1,364,9,R17000013595
726376.0,Rental unit in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,2658212,James,0.0,Lake View,41.93903,-87.65196,Entire home/apt,78.0,2,789,12-12-2023,5.81,3,50,55,R22000080211
2543231.0,Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,2850286,Amado,0.0,Lower West Side,41.85669,-87.65132,Private room,65.0,32,246,01-09-2022,2.08,1,179,0,City registration pending
739495.0,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,3867687,Janet,0.0,Lincoln Square,41.9765,-87.68144,Entire home/apt,150.0,32,215,10-10-2023,1.7,1,74,13,R17000020094
2564678.0,Home in Chicago · ★3.67 · 1 bedroom · 1 bed · 1.5 baths,5654677,Urban Art,0.0,South Lawndale,41.85295,-87.70686,Private room,45.0,32,6,13-09-2021,0.06,3,179,0,R22000076746
2583929.0,Rental unit in Chicago · ★4.92 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,0.0,Near South Side,41.85226,-87.62299,Entire home/apt,145.0,60,13,02-06-2018,0.11,72,365,0,City registration pending
755701.0,Rental unit in Chicago · ★4.75 · 3 bedrooms · 6 beds · 1 bath,3920450,Vas,0.0,Logan Square,41.93115,-87.71836,Entire home/apt,86.0,32,26,23-09-2023,0.2,4,275,2,City registration pending
2661465.0,Rental unit in Chicago · ★4.71 · 1 bedroom · 1 bed · 1 bath,3965428,Rob,0.0,Loop,41.88765,-87.61765,Entire home/apt,160.0,32,24,29-06-2018,0.2,72,365,0,City registration pending
790934.0,Rental unit in Chicago · ★4.66 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,0.0,West Ridge,42.01653,-87.68788,Shared room,0.0,1,139,03-02-2020,1.03,15,0,0,R21000075752
863120.0,Condo in Chicago · ★4.93 · 3 bedrooms · 1 bed · 2.5 baths,4525503,Nejla And Enki,0.0,Lincoln Park,41.92218,-87.66079,Private room,85.0,2,151,26-11-2023,1.19,1,150,24,R21000072699
2679456.0,Serviced apartment in Chicago · ★4.25 · 2 bedrooms · 1 bed · 2 baths,3965428,Rob,0.0,Near South Side,41.85255,-87.62121,Entire home/apt,200.0,120,4,24-06-2015,0.03,72,365,0,City registration pending
887038.0,Rental unit in Chicago · ★4.26 · 2 bedrooms · 2 beds · 1 bath,101521,Red,0.0,Lincoln Park,41.92546,-87.6573,Entire home/apt,97.0,32,43,13-08-2023,0.33,3,270,6,City registration pending
2693387.0,Condo in Chicago · ★4.73 · 3 bedrooms · 8 beds · 2 baths,13783917,Nora,0.0,West Town,41.91387,-87.67182,Entire home/apt,160.0,1,143,20-09-2023,1.86,2,280,7,R23000095757
903996.0,Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 private bath,4019426,Colleen,0.0,Logan Square,41.92708,-87.71212,Private room,110.0,32,144,16-02-2020,1.13,1,4,0,R17000015433
2695259.0,Condo in Chicago · ★4.78 · 3 bedrooms · 3 beds · 1 bath,13793246,Kristi,0.0,Lake View,41.93308,-87.6511,Entire home/apt,214.0,1,161,22-10-2023,2.1,1,0,10,R23000098955
929914.0,Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,5007980,Lynn,0.0,Lincoln Park,41.91241074,-87.63896942,Entire home/apt,128.0,3,468,29-11-2023,3.59,1,160,46,R21000073898
2715815.0,Rental unit in Chicago · ★4.76 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,0.0,Near South Side,41.85361,-87.62434,Entire home/apt,130.0,32,17,19-10-2023,0.15,72,350,1,City registration pending
2730613.0,Guest suite in Chicago · ★4.82 · 1 bedroom · 4 beds · 1 bath,13975150,Janine,0.0,Morgan Park,41.68451,-87.67925,Entire home/apt,74.0,5,164,01-12-2023,1.41,2,241,17,R21000073319
931105.0,Home in Chicago · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,5015135,Samantha,0.0,East Garfield Park,41.88538,-87.69801,Private room,136.0,32,22,02-11-2018,0.17,1,362,0,R17000015264
2730673.0,Guest suite in Chicago · ★4.78 · 1 bedroom · 2 beds · 1 bath,2698691,LeeO'[Nardo],0.0,Grand Boulevard,41.81998688,-87.6139067,Entire home/apt,89.0,3,63,21-11-2023,0.54,1,133,27,R21000075379
2731202.0,Guest suite in Chicago · ★4.80 · 1 bedroom · 4 beds · 1 bath,13975150,Janine,0.0,Morgan Park,41.68451,-87.67913,Entire home/apt,79.0,5,158,28-10-2023,1.5,2,45,13,R21000073319
2819982.0,Serviced apartment in Chicago · ★4.57 · 2 bedrooms · 2 beds · 2 baths,3965428,Rob,0.0,Near South Side,41.85247,-87.62204,Entire home/apt,200.0,60,7,02-12-2016,0.06,72,364,0,City registration pending
949514.0,Condo in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 private bath,5148353,Steven,0.0,West Town,41.9055,-87.66685,Private room,0.0,32,133,02-03-2020,1.01,1,0,0,R17000017886
2824585.0,Home in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,13389580,Ed,0.0,Dunning,41.9443,-87.79831,Private room,45.0,32,29,03-09-2022,0.25,2,346,0,R17000013486
956609.0,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,4091924,Olga,0.0,Rogers Park,42.01612,-87.67443,Entire home/apt,150.0,7,0,0,0.0,1,365,0,R23000108176
2832376.0,Rental unit in Chicago · ★4.67 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,0.0,Near South Side,41.85434,-87.62194,Entire home/apt,135.0,32,6,07-07-2018,0.05,72,365,0,City registration pending
2836339.0,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,3965428,Rob,0.0,Near North Side,41.89098,-87.62238,Entire home/apt,155.0,100,5,18-01-2015,0.04,72,365,0,0
2844042.0,Rental unit in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,8813383,Mindy + Tony,0.0,West Town,41.89288,-87.68458,Entire home/apt,160.0,2,162,24-11-2023,1.39,3,352,4,R23000110018
960326.0,Condo in Chicago · ★4.95 · 3 bedrooms · 3 beds · 2 baths,5228189,Matthew,0.0,West Town,41.89602,-87.65659,Entire home/apt,185.0,2,419,03-12-2023,3.26,24,359,48,2457501
966137.0,Home in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,5016495,Erika,0.0,Near West Side,41.86801,-87.67877,Entire home/apt,133.0,32,41,01-09-2023,0.31,1,87,1,city registration pending
2874486.0,Rental unit in Chicago · ★4.91 · 2 bedrooms · 2 beds · 2 baths,14692157,Ross,0.0,West Town,41.90026,-87.66871,Entire home/apt,165.0,2,240,24-11-2023,2.73,2,258,39,R21000071753
2907500.0,Home in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,11231030,Erik,0.0,West Lawn,41.78225,-87.72806,Private room,39.0,1,348,22-10-2023,3.05,2,317,16,R17000014945
979841.0,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5076708,Lois And Eduardo,0.0,Rogers Park,42.00588,-87.66853,Private room,89.0,2,312,26-11-2023,2.4,4,359,41,R17000015436
979926.0,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5076708,Lois And Eduardo,0.0,Rogers Park,42.00477,-87.66842,Private room,79.0,2,342,26-11-2023,2.65,4,359,40,R17000015436
979942.0,Home in Chicago · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,5076708,Lois And Eduardo,0.0,Rogers Park,42.00378,-87.66807,Private room,79.0,2,310,27-11-2023,2.38,4,358,27,R17000015436
983640.0,Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,5076708,Lois And Eduardo,0.0,Rogers Park,42.00456,-87.67058,Entire home/apt,179.0,2,263,25-11-2023,2.05,4,352,31,R17000015436
1020810.0,Rental unit in Chicago · ★4.68 · 1 bedroom · 1 bed · 1 bath,3843347,Andrea,0.0,Near North Side,41.89395,-87.62593,Entire home/apt,85.0,32,38,15-07-2023,0.29,3,200,3,City registration pending
3031898.0,Condo in Chicago · ★4.84 · 2 bedrooms · 1 bed · 2 baths,15442332,Karen Sophie,0.0,South Shore,41.77206,-87.56982,Entire home/apt,85.0,32,245,23-10-2019,2.1,1,354,0,City registration pending
1027463.0,Home in Chicago · ★4.36 · 1 bedroom · 1 bed · 1 shared bath,5654677,Urban Art,0.0,North Lawndale,41.8544,-87.70852,Private room,45.0,32,11,05-09-2021,0.11,3,89,0,R22000076746
1027741.0,Rental unit in Chicago · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,5654677,Urban Art,0.0,North Lawndale,41.85454,-87.70802,Private room,0.0,32,5,13-10-2019,0.08,3,0,0,R22000076746
3053081.0,Rental unit in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 bath,1368870,Paul,0.0,Logan Square,41.91571,-87.67449,Entire home/apt,112.0,2,467,03-12-2023,4.01,1,0,39,R22000090195
1083987.0,Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,0.0,Near South Side,41.85395,-87.62468,Entire home/apt,135.0,32,16,01-06-2021,0.12,72,365,0,City registration pending
1096191.0,Condo in Chicago · ★4.67 · Studio · 1 bed · 1 bath,6023157,Nataliya,0.0,Uptown,41.97271,-87.65236,Entire home/apt,60.0,32,83,30-09-2023,0.64,1,16,15,0
3068787.0,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,7780304,Mark And Collette,0.0,North Center,41.96136,-87.6784,Entire home/apt,174.0,3,155,25-11-2023,1.53,1,334,32,R22000080115
1171860.0,Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,2658212,James,0.0,Lincoln Park,41.92655,-87.64226,Entire home/apt,78.0,2,689,07-12-2023,5.41,3,41,46,R22000081599
